make,model,inventory_location,model_code,year,transmission,color,drive,doors,steering,seats,engine_type,body_type,engine_size,mileage,fuel,fob_price,total_price
MAZDA,CX3 2018,Osaka - Japan,3DA-DK8FW,2018/11,AT,Silver,2WD,5,RHD,5,S8,SUV,"1,750cc","152,000km",DIESEL,7390,9030
NISSAN,JUKE 2017,Osaka - Japan,DBA-YF15,2018/5,AT,Blue/Silver,2WD,5,RHD,5,HR15,SUV,"1,490cc","71,000km",PETROL,7290,8927
SUZUKI,WAGON R 2018,Yokohama - Japan,DAA-SGC27,2018/2,AT,Black,2WD,5,RHD,8,MR20-SM24,Wagon,"1,990cc","95,000km",HYBRID(PETROL),7220,9182
TOYOTA,COROLLA AXIO 2018,Yokohama - Japan,DBA-NZE164,2018/2,AT,White,4WD,4,RHD,5,1NZ,Sedan,"1,490cc","48,000km",PETROL,7180,8712
TOYOTA,SIENTA 2018,Osaka - Japan,DBA-NCP175G,2018/5,AT,PURPLE(D),4WD,5,RHD,,,Mini Van,"1,500cc","95,000km",PETROL,7020,8760
SUBARU,XV 2018,Yokohama - Japan,DBA-GT7,2018/4,AT,Orange,4WD,5,RHD,5,FB20,SUV,"1,990cc","143,000km",PETROL,7000,8742
NISSAN,SERENA 2018,Osaka - Japan,DAA-GC27,2018/5,AT,Red,2WD,5,RHD,8,MR20-SM24,Mini Van,"1,990cc","120,000km",HYBRID(PETROL),6970,8928
NISSAN,XTRAIL 2018,Yokohama - Japan,DAA-HNT32,2018/10,AT,Silver,4WD,5,RHD,5,MR20-RM31,SUV,"1,990cc","199,000km",HYBRID(PETROL),6940,8895
TOYOTA,COROLLA AXIO 2018,Yokohama - Japan,DBA-NRE160,2018/12,AT,White,2WD,4,RHD,5,1NR,Sedan,"1,320cc","118,000km",PETROL,6920,8450
TOYOTA,VITZ 2018,Hakata - Japan,DBA-NSP130,2018/1,AT,Pearl,2WD,5,RHD,5,1NR,Hatchback,"1,320cc","40,000km",PETROL,6910,8332
NISSAN,SERENA 2018,Nagoya - Japan,DAA-GC27,2018/6,AT,Blue,2WD,5,RHD,8,MR20-SM24,Mini Van,"1,990cc","102,000km",HYBRID(PETROL),6870,8826
TOYOTA,COROLLA AXIO 2018,Osaka - Japan,DBA-NRE161,2018/10,AT,White,2WD,4,RHD,5,2NR,Sedan,"1,490cc","199,000km",PETROL,6850,8378
TOYOTA,VITZ 2018,Osaka - Japan,DBA-NSP130,2018/11,AT,Red,2WD,5,RHD,,,Hatchback,"1,300cc","19,000km",PETROL,6850,8272
TOYOTA,COROLLA AXIO 2018,Osaka - Japan,DBA-NRE160,2018/2,AT,White,2WD,4,RHD,5,1NR,Sedan,"1,320cc","91,000km",PETROL,6810,8339
TOYOTA,COROLLA AXIO 2018,Yokohama - Japan,DBA-NRE160,2018/12,AT,White,2WD,4,RHD,5,1NR,Sedan,"1,320cc","104,000km",PETROL,6760,8288
TOYOTA,VITZ 2018,Osaka - Japan,DBA-NSP130,2018/7,AT,Blue,2WD,5,RHD,5,1NR,Hatchback,"1,320cc","17,000km",PETROL,6660,8080
MAZDA,CX3 2018,Yokohama - Japan,LDA-DK5AW,2018/1,AT,GRAY(D),4WD,5,RHD,5,S5,SUV,"1,490cc","162,000km",DIESEL,6640,8271
TOYOTA,VITZ 2018,Nagoya - Japan,DBA-NSP130,2018/1,AT,PURPLE(D),2WD,5,RHD,,,Hatchback,"1,300cc","46,000km",PETROL,6640,8060
TOYOTA,COROLLA AXIO 2018,Yokohama - Japan,DBA-NZE164,2018/4,AT,White,4WD,4,RHD,5,1NZ,Sedan,"1,490cc","111,000km",PETROL,6470,7994
NISSAN,SERENA 2017,Osaka - Japan,DAA-GC27,2018/1,AT,Silver,2WD,5,RHD,8,MR20-SM24,Mini Van,"1,990cc","119,000km",HYBRID(PETROL),6420,8369
TOYOTA,PASSO 2021,Nagoya - Japan,6AA-NHP10,2021,AT,Silver,2WD,5,RHD,5,,Hatchback,"1,496cc","129,000km",HYBRID(PETROL),6310,7726
MAZDA,DEMIO 2018,Hakata - Japan,LDA-DJ5FS,2018/11,AT,GRAY(D),2WD,5,RHD,5,S5,Hatchback,"1,490cc","69,000km",DIESEL,6240,7758
MAZDA,DEMIO 2018,Nagoya - Japan,LDA-DJ5FS,2018/5,AT,Black,2WD,5,RHD,5,S5,Hatchback,"1,490cc","73,000km",DIESEL,6240,7758
NISSAN,XTRAIL 2018,Yokohama - Japan,CBA-NF15,2018/9,AT,Blue(D),4WD,5,RHD,5,MR16,SUV,"1,610cc","102,000km",PETROL,6160,7784
HONDA,FIT 2018,Osaka - Japan,DBA-GK3,2018/3,AT,Blue(D),2WD,5,RHD,5,L13B,Hatchback,"1,310cc","96,000km",PETROL,6130,7645
MAZDA,DEMIO 2018,Osaka - Japan,6BA-DJLFS,2018/11,AT,Pearl,2WD,5,RHD,5,P5,Hatchback,"1,490cc","66,000km",PETROL,6090,7607
HONDA,FIT 2018,Nagoya - Japan,DBA-GK3,2018/5,AT,Silver,2WD,5,RHD,5,L13B,Hatchback,"1,310cc","66,000km",PETROL,6070,7585
MAZDA,DEMIO 2018,Osaka - Japan,LDA-DJ5FS,2018/3,AT,GRAY(D),2WD,5,RHD,5,S5,Hatchback,"1,490cc","95,000km",DIESEL,5850,7364
TOYOTA,VITZ 2018,Yokohama - Japan,DBA-NSP135,2018/6,AT,Silver,4WD,5,RHD,5,1NR,Hatchback,"1,320cc","56,000km",PETROL,5830,7342
TOYOTA,VITZ 2018,Yokohama - Japan,DBA-KSP130,2018/8,AT,Red,2WD,5,RHD,5,1KR,Hatchback,990cc,"31,000km",PETROL,5800,7211
HONDA,FIT 2018,Osaka - Japan,DBA-GK3,2018/4,AT,Silver,2WD,5,RHD,5,L13B,Hatchback,"1,310cc","137,000km",PETROL,5780,7292
TOYOTA,VITZ 2018,Osaka - Japan,DBA-NSP135,2018/10,AT,Red,4WD,5,RHD,5,1NR,Hatchback,"1,320cc","59,000km",PETROL,5730,7241
TOYOTA,VITZ 2018,Osaka - Japan,DAA-NHP130,2018/2,AT,Red,2WD,5,RHD,5,1NZ-1LM,Hatchback,"1,490cc","71,000km",HYBRID(PETROL),5730,7140
NISSAN,SERENA 2018,Osaka - Japan,DBA-C27,2018/6,AT,Blue,2WD,5,RHD,8,MR20,Mini Van,"1,990cc","73,000km",PETROL,5620,7557
TOYOTA,VITZ 2018,Nagoya - Japan,DBA-KSP130,2018/3,AT,Brown,2WD,5,RHD,5,1KR,Hatchback,990cc,"54,000km",PETROL,5570,6978
TOYOTA,VITZ 2018,Hakata - Japan,DBA-KSP130,2018/3,AT,PURPLE(D),2WD,5,RHD,5,1KR,Hatchback,990cc,"59,000km",PETROL,5530,6938
TOYOTA,VITZ 2018,Osaka - Japan,DBA-KSP130,2018/7,AT,Blue(D),2WD,5,RHD,5,1KR,Hatchback,990cc,"56,000km",PETROL,5440,6847
HONDA,FIT 2018,Hakata - Japan,DBA-GK3,2018/12,AT,WINE RED,2WD,5,RHD,5,L13B,Hatchback,"1,310cc","98,000km",PETROL,5430,6938
TOYOTA,MARK X 2018,Yokohama - Japan,DBA-GK3,2018/7,AT,Black,4WD,4,RHD,5,FB16,Sedan,"1,590cc","127,000km",PETROL,5420,7037
HONDA,FIT 2018,Hakata - Japan,DBA-GK3,2018/1,AT,White,2WD,5,RHD,5,L13B,Hatchback,"1,310cc","101,000km",PETROL,5420,6928
TOYOTA,SUCCEED VAN 2019,Nagoya - Japan,DBE-NCP160V,2019/2,AT,White,2WD,5,RHD,,,Van,"1,500cc","165,000km",PETROL,5420,6932
TOYOTA,PROBOX VAN 2018,Hakata - Japan,DBE-NCP160V,2018/1,AT,White,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","148,000km",PETROL,5350,6861
TOYOTA,PROBOX VAN 2018,Nagoya - Japan,DBE-NCP160V,2018/2,AT,White,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","203,000km",PETROL,5350,6861
TOYOTA,VITZ 2018,Hakata - Japan,DBA-KSP130,2018/1,AT,Black,2WD,5,RHD,5,1KR,Hatchback,990cc,"44,000km",PETROL,5200,6605
HONDA,GRACE 2018,Nagoya - Japan,DAA-GM4,2018/8,AT,White,2WD,4,RHD,5,LEB-H1,Sedan,"1,490cc","187,000km",HYBRID(PETROL),5170,6780
HONDA,FIT 2018,Nagoya - Japan,DBA-GK3,2018/10,AT,Blue,2WD,5,RHD,5,L13B,Hatchback,"1,310cc","200,000km",PETROL,5130,6635
TOYOTA,SUCCEED VAN 2018,Hakata - Japan,DBE-NCP160V,2018/2,AT,White,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","241,000km",PETROL,5070,6578
TOYOTA,VITZ 2018,Nagoya - Japan,DBA-KSP130,2018/3,AT,White,2WD,5,RHD,5,1KR,Hatchback,990cc,"104,000km",PETROL,5050,6453
SUZUKI,SWIFT 2018,Osaka - Japan,DBA-ZC83S,2018/1,AT,Brown,2WD,5,RHD,5,K12C,Hatchback,"1,240cc","59,000km",PETROL,5000,6401
HONDA,FIT 2018,Osaka - Japan,DBA-GK3,2018/3,AT,Pearl,2WD,5,RHD,5,L13B,Hatchback,"1,310cc","161,000km",PETROL,4960,6463
TOYOTA,AQUA 2018,Osaka - Japan,DAA-NHP10,2018/3,AT,PURPLE(D),2WD,5,RHD,5,1NZ-1LM,Hatchback,"1,490cc","75,000km",HYBRID(PETROL),4810,6211
SUZUKI,SWIFT 2018,Osaka - Japan,DBA-ZC83S,2018/9,AT,Silver,2WD,5,RHD,5,K12C,Hatchback,"1,240cc","86,000km",PETROL,4790,6189
TOYOTA,VITZ 2018,Nagoya - Japan,DAA-NHP130,2018/1,AT,White,2WD,5,RHD,5,1NZ-1LM,Hatchback,"1,490cc","150,000km",HYBRID(PETROL),4740,6140
TOYOTA,PASSO 2018,Osaka - Japan,DBA-M700A,2018/9,AT,GREEN(D),2WD,5,RHD,5,1KR,Hatchback,990cc,"46,000km",PETROL,4670,6066
TOYOTA,PASSO 2018,Nagoya - Japan,5BA-M700A,2018/12,AT,Black,2WD,5,RHD,5,1KR,Hatchback,990cc,"36,000km",PETROL,4670,6066
TOYOTA,PROBOX VAN 2018,Nagoya - Japan,DBE-NSP160V,2018/12,AT,White,2WD,5,RHD,2[5],1NR,Van,"1,320cc","117,000km",PETROL,4660,6163
MAZDA,DEMIO 2018,Yokohama - Japan,LDA-DJ5FS,2018/4,AT,White,2WD,5,RHD,5,S5,Hatchback,"1,490cc","131,000km",DIESEL,4650,6151
NISSAN,SYLPHY 2017,Yokohama - Japan,DBA-TB17,2018/4,AT,Silver,2WD,4,RHD,5,MRA8,Sedan,"1,790cc","136,000km",PETROL,4620,6229
HONDA,FIT HYBRID 2017,Osaka - Japan,DAA-GP5,2018/2,AT,Black,2WD,5,RHD,5,LEB-H1,Hatchback,"1,490cc","180,000km",HYBRID(PETROL),4600,6100
MAZDA,DEMIO 2018,Yokohama - Japan,LDA-DJ5AS,2018/7,AT,Pearl,4WD,5,RHD,5,S5,Hatchback,"1,490cc","192,000km",DIESEL,4590,6090
HONDA,FIT HYBRID 2017,Nagoya - Japan,DAA-GP5,2018/1,AT,Black,2WD,5,RHD,5,LEB-H1,Hatchback,"1,490cc","197,000km",HYBRID(PETROL),4580,6079
TOYOTA,PASSO 2018,Osaka - Japan,DBA-M700A,2018/4,AT,Green,2WD,5,RHD,5,1KR,Hatchback,990cc,"134,000km",PETROL,4580,5975
NISSAN,NOTE 2018,Yokohama - Japan,DAA-HE12,2018/3,AT,Blue,2WD,5,RHD,5,HR12-EM57,Hatchback,"1,190cc","38,000km",HYBRID(PETROL),4580,6082
TOYOTA,PROBOX VAN 2018,Nagoya - Japan,DBE-NSP160V,2018/1,AT,Silver,2WD,5,RHD,2[5],1NR,Van,"1,320cc","177,000km",PETROL,4530,6032
TOYOTA,PASSO 2018,Osaka - Japan,DBA-M700A,2018/11,AT,Silver,2WD,5,RHD,5,1KR,Hatchback,990cc,"67,000km",PETROL,4500,5894
NISSAN,NOTE 2018,Yokohama - Japan,DAA-HE12,2018/5,AT,Gray,2WD,5,RHD,5,HR12-EM57,Hatchback,"1,190cc","48,000km",HYBRID(PETROL),4480,5981
TOYOTA,HIACE VAN 2018,Yokohama - Japan,DBE-NCP165V,2018/3,AT,White,4WD,5,RHD,2[5],1NZ,Van,"1,490cc","220,000km",PETROL,4430,5931
TOYOTA,PROBOX VAN 2018,Yokohama - Japan,DBE-NCP165V,2018/11,AT,White,4WD,5,RHD,2[5],1NZ,Station Wagon,"1,490cc","241,000km",PETROL,4410,5911
TOYOTA,PROBOX VAN 2018,Yokohama - Japan,DBE-NSP160V,2018/11,AT,White,2WD,5,RHD,2[5],1NR,Van,"1,320cc","145,000km",PETROL,4390,5890
NISSAN,NOTE 2018,Hakata - Japan,DAA-HE12,2018/3,AT,Gray,2WD,5,RHD,5,HR12-EM57,Hatchback,"1,190cc","100,000km",HYBRID(PETROL),4380,5879
NISSAN,NOTE 2018,Hakata - Japan,DAA-HE12,2018/2,AT,Pearl,2WD,5,RHD,5,HR12-EM57,Hatchback,"1,190cc","101,000km",HYBRID(PETROL),4380,5879
TOYOTA,PASSO 2018,Yokohama - Japan,DBA-M700A,2018/6,AT,GREEN(D),2WD,5,RHD,5,1KR,Hatchback,990cc,"86,000km",PETROL,4350,5743
NISSAN,DAYZ 2018,Hakata - Japan,DBA-B21W,2018/1,AT,Blue(L),2WD,5,RHD,4,3B20,Hatchback,650cc,"90,000km",PETROL,4350,5537
HONDA,SHUTTLE 2018,Yokohama - Japan,DAA-GP8,2018/10,AT,Pearl,4WD,5,RHD,5,LEB-H1,Station Wagon,"1,490cc","194,000km",HYBRID(PETROL),4350,5953
SUZUKI,SWIFT 2018,Hakata - Japan,DBA-ZC83S,2018/1,AT,Silver,2WD,5,RHD,5,K12C,Hatchback,"1,240cc","170,000km",PETROL,4330,5724
TOYOTA,PROBOX VAN 2018,Hakata - Japan,DBE-NSP160V,2018/11,AT,White,2WD,5,RHD,2[5],1NR,Van,"1,320cc","108,000km",PETROL,4310,5809
TOYOTA,PASSO 2018,Yokohama - Japan,DBA-M700A,2018/2,AT,White,2WD,5,RHD,5,1KR,Hatchback,990cc,"49,000km",PETROL,4280,5672
NISSAN,NOTE 2018,Osaka - Japan,DAA-HE12,2018/3,AT,Pearl,2WD,5,RHD,,,Hatchback,"1,200cc","121,000km",HYBRID(PETROL),4280,5778
TOYOTA,VITZ 2018,Osaka - Japan,DAA-NHP130,2018/1,AT,Silver,2WD,5,RHD,5,1NZ-1LM,Hatchback,"1,490cc","182,000km",HYBRID(PETROL),4210,5604
TOYOTA,PROBOX VAN 2018,Yokohama - Japan,DBE-NCP165V,2018/10,AT,White,4WD,5,RHD,2[5],1NZ,Station Wagon,"1,490cc","219,000km",PETROL,4200,5698
TOYOTA,PROBOX VAN 2018,Yokohama - Japan,DBE-NSP160V,2018/11,AT,White,2WD,5,RHD,2[5],1NR,Van,"1,320cc","220,000km",PETROL,4180,5678
TOYOTA,PASSO 2018,Osaka - Japan,DBA-M700A,2018/4,AT,Green,2WD,5,RHD,5,1KR,Hatchback,990cc,"86,000km",PETROL,4180,5571
NISSAN,NOTE 2018,Osaka - Japan,DAA-HE12,2018/2,AT,Blue,2WD,5,RHD,5,HR12-EM57,Hatchback,"1,190cc","87,000km",HYBRID(PETROL),4180,5677
TOYOTA,PROBOX VAN 2018,Nagoya - Japan,DBE-NSP160V,2018/11,AT,White,2WD,5,RHD,2[5],1NR,Van,"1,320cc","190,000km",PETROL,4150,5647
NISSAN,DAYZ 2018,Osaka - Japan,DBA-B21W,2018/12,AT,Black,2WD,5,RHD,4,3B20,Hatchback,650cc,"90,000km",PETROL,4110,5295
NISSAN,NOTE 2017,Yokohama - Japan,DAA-HE12,2018/4,AT,Black,2WD,5,RHD,5,HR12-EM57,Hatchback,"1,190cc","133,000km",HYBRID(PETROL),4110,5606
NISSAN,NOTE 2018,Hakata - Japan,DAA-HE12,2018/11,AT,Pearl,2WD,5,RHD,5,HR12-EM57,Hatchback,"1,190cc","78,000km",HYBRID(PETROL),4110,5606
TOYOTA,PASSO 2018,Hakata - Japan,DBA-M700A,2018/4,AT,White,2WD,5,RHD,5,1KR,Hatchback,990cc,"91,000km",PETROL,4090,5480
NISSAN,NOTE 2018,Yokohama - Japan,DAA-HE12,2018/3,AT,Blue,2WD,5,RHD,5,HR12-EM57,Hatchback,"1,190cc","138,000km",HYBRID(PETROL),4080,5576
NISSAN,NOTE 2017,Osaka - Japan,DAA-HE12,2018/10,AT,Rose,2WD,5,RHD,5,HR12-EM57,Hatchback,"1,190cc","49,000km",HYBRID(PETROL),4050,5546
NISSAN,NOTE 2018,Nagoya - Japan,DBA-E12,2018/7,AT,Black,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","70,000km",PETROL,4050,5545
NISSAN,NOTE 2018,Osaka - Japan,DBA-E12,2018/8,AT,Gray,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","91,000km",PETROL,4050,5545
NISSAN,NOTE 2018,Osaka - Japan,DAA-HE12,2018/1,AT,Pearl,2WD,5,RHD,5,HR12-EM57,Hatchback,"1,190cc","178,000km",HYBRID(PETROL),4050,5546
TOYOTA,PROBOX VAN 2018,Osaka - Japan,DBE-NSP160V,2018/11,AT,White,2WD,5,RHD,2[5],1NR,Van,"1,320cc","110,000km",PETROL,4020,5516
TOYOTA,PASSO 2018,Hakata - Japan,5BA-M700A,2018/10,AT,Red,2WD,5,RHD,5,1KR,Hatchback,990cc,"138,000km",PETROL,4020,5410
NISSAN,NOTE 2018,Hakata - Japan,DAA-HE12,2018/4,AT,White,2WD,5,RHD,5,HR12-EM57,Hatchback,"1,190cc","120,000km",HYBRID(PETROL),4010,5505
TOYOTA,PROBOX VAN 2018,Osaka - Japan,DBE-NSP160V,2018/11,AT,White,2WD,5,RHD,2[5],1NR,Van,"1,320cc","225,000km",PETROL,4000,5496
NISSAN,DAYZ 2018,Hakata - Japan,DBA-B21W,2018/1,AT,Black,2WD,5,RHD,4,3B20,Hatchback,650cc,"149,000km",PETROL,4000,5184
MAZDA,SCRUM 2018,Hakata - Japan,DBE-NCP160M,2018/12,AT,White,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","143,000km",PETROL,3950,5445
NISSAN,NOTE 2018,Nagoya - Japan,DAA-HE12,2018/7,AT,Pink,2WD,5,RHD,5,HR12-EM57,Hatchback,"1,190cc","98,000km",HYBRID(PETROL),3910,5404
NISSAN,NOTE 2018,Yokohama - Japan,DBA-E12,2018/5,AT,White,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","79,000km",PETROL,3910,5404
TOYOTA,ROOMY 2018,Yokohama - Japan,DBA-M900A,2018/10,AT,Pearl,2WD,5,RHD,5,1KR,Mini Van,990cc,"82,000km",PETROL,3840,5333
HONDA,FIT 2018,Hakata - Japan,DBA-A03A,2018/1,AT,Silver,2WD,5,RHD,5,3A92,Hatchback,"1,190cc","50,000km",PETROL,3790,5178
NISSAN,NOTE 2018,Yokohama - Japan,DBA-E12,2018/1,AT,White,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","138,000km",PETROL,3770,5262
NISSAN,DAYZ 2018,Hakata - Japan,DBA-B21W,2018/10,AT,PURPLE(D),2WD,5,RHD,4,3B20,Hatchback,650cc,"141,000km",PETROL,3750,4932
SUZUKI,WAGON R 2017,Osaka - Japan,DAA-MH55S,2018/11,AT,Blue,2WD,5,RHD,4,R06A-WA05A,Wagon,650cc,"51,000km",HYBRID(PETROL),3680,4962
NISSAN,Mar-17,Osaka - Japan,DBA-K13,2018/1,AT,PURPLE(D),2WD,5,RHD,5,HR12,Hatchback,"1,190cc","59,000km",PETROL,3630,5016
NISSAN,NOTE 2018,Osaka - Japan,DAA-HE12,2018/2,AT,Silver,2WD,5,RHD,,,Hatchback,"1,200cc","200,000km",HYBRID(PETROL),3630,5121
NISSAN,NOTE 2018,Yokohama - Japan,DBA-E12,2018/1,AT,White,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","123,000km",PETROL,3610,5100
NISSAN,Mar-17,Yokohama - Japan,DBA-K13,2018/1,AT,PURPLE(D),2WD,5,RHD,5,HR12,Hatchback,"1,190cc","67,000km",PETROL,3580,4966
SUZUKI,WAGON R 2018,Yokohama - Japan,DAA-MH55S,2018/9,AT,Pearl,2WD,5,RHD,4,R06A-WA05A,Wagon,650cc,"53,000km",HYBRID(PETROL),3520,4800
SUZUKI,WAGON R 2018,Osaka - Japan,DAA-MH55S,2018/1,AT,White,2WD,5,RHD,4,R06A-WA05A,Wagon,650cc,"115,000km",HYBRID(PETROL),3510,4790
SUZUKI,WAGON R 2017,Nagoya - Japan,DAA-MH55S,2018/1,AT,Blue,2WD,5,RHD,4,R06A-WA05A,Wagon,650cc,"90,000km",HYBRID(PETROL),3510,4790
NISSAN,DAYZ 2018,Osaka - Japan,DBA-B21W,2018/10,AT,Red,2WD,5,RHD,4,3B20,Hatchback,650cc,"50,000km",PETROL,3500,4680
NISSAN,NOTE 2018,Hakata - Japan,DBA-E12,2018/1,AT,White,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","165,000km",PETROL,3500,4989
SUZUKI,WAGON R 2018,Hakata - Japan,DAA-MH55S,2018/6,AT,Silver,2WD,5,RHD,4,R06A-WA05A,Wagon,650cc,"110,000km",HYBRID(PETROL),3460,4740
NISSAN,DAYZ 2017,Yokohama - Japan,DBA-B21W,2018/5,AT,Black,2WD,5,RHD,4,3B20,Hatchback,650cc,"108,000km",PETROL,3390,4569
NISSAN,NOTE 2018,Yokohama - Japan,DBA-E12,2018/3,AT,Silver,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","196,000km",PETROL,3390,4878
SUZUKI,JIMNY 2018,Osaka - Japan,DAA-MR41S,2018/1,AT,Blue(L),2WD,5,RHD,4,R06A-WA04A,SUV,650cc,"97,000km",HYBRID(PETROL),3350,4629
DAIHATSU,MIRA ES 2018,Yokohama - Japan,DBA-LA350S,2018/2,AT,Red,2WD,5,RHD,4,KF,Hatchback,650cc,"47,000km",PETROL,3350,4526
DAIHATSU,MOVE 2018,Osaka - Japan,DBA-LA150S,2018/2,AT,Silver,2WD,5,RHD,4,KF,Hatchback,650cc,"114,000km",PETROL,3260,4538
TOYOTA,VELLFIRE 2018,Nagoya - Japan,DBA-LA710A,2018/10,AT,Pearl,4WD,5,RHD,4,KF,Mini Van,650cc,"115,000km",PETROL,3240,4621
NISSAN,DAYZ 2018,Osaka - Japan,DBA-B21W,2018/7,AT,Pearl,2WD,5,RHD,4,3B20,Hatchback,650cc,"75,000km",PETROL,3230,4407
MITSUBISHI,EK WAGON 2018,Nagoya - Japan,DBA-B11W,2018/2,AT,Blue,2WD,5,RHD,4,3B20,Wagon,650cc,"172,000km",PETROL,3220,4397
TOYOTA,VELLFIRE 2018,Osaka - Japan,DBA-LA700A,2018/4,AT,Black,2WD,5,RHD,4,KF,Mini Van,650cc,"105,000km",PETROL,3190,4571
SUZUKI,WAGON R 2018,Yokohama - Japan,DBA-MH35S,2018/11,AT,Black,2WD,5,RHD,4,R06A,Wagon,650cc,"97,000km",PETROL,3180,4458
SUZUKI,JIMNY 2018,Osaka - Japan,DAA-MR41S,2018/1,AT,Silver,2WD,5,RHD,4,R06-WA04A,SUV,650cc,"112,000km",HYBRID(PETROL),3160,4437
SUZUKI,WAGON R 2018,Nagoya - Japan,DAA-MH55S,2018/3,AT,Pearl,2WD,5,RHD,4,R06A-WA05A,Wagon,650cc,"177,000km",HYBRID(PETROL),3160,4437
HONDA,NWGN 2018,Yokohama - Japan,DBA-JH1,2018/3,AT,Black,2WD,5,RHD,4,S07A,Wagon,650cc,"101,000km",PETROL,3160,4437
HONDA,N BOX 2017,Nagoya - Japan,DBA-JF3,2018/12,AT,Brown,2WD,5,RHD,4,S07B,Wagon,650cc,"172,000km",PETROL,3130,4409
DAIHATSU,MIRA ES 2018,Hakata - Japan,DBA-LA350S,2018/1,AT,Brown,2WD,5,RHD,,,Hatchback,660cc,"77,000km",PETROL,3130,4305
NISSAN,DAYZ ROOX 2018,Osaka - Japan,DBA-B21A,2018/2,AT,Blue,2WD,5,RHD,4,3B20,Wagon,650cc,"123,000km",PETROL,3120,4399
DAIHATSU,MIRA ES 2018,Hakata - Japan,DBA-LA350S,2018/3,AT,Red,2WD,5,RHD,4,KF,Hatchback,650cc,"101,000km",PETROL,3090,4264
DAIHATSU,MIRA ES 2018,Osaka - Japan,DBA-LA350S,2018/1,AT,Black,2WD,5,RHD,4,KF,Hatchback,650cc,"46,000km",PETROL,3090,4264
MAZDA,CAROL 2018,Hakata - Japan,DBA-HB36S,2018/1,AT,White,2WD,5,RHD,4,R06A,Hatchback,650cc,"94,000km",PETROL,3090,4264
DAIHATSU,MIRA ES 2018,Yokohama - Japan,DBA-LA350S,2018/1,AT,Black,2WD,5,RHD,4,KF,Hatchback,650cc,"37,000km",PETROL,3070,4244
SUZUKI,WAGON R 2017,Yokohama - Japan,DAA-MH55S,2018/4,AT,Red,2WD,5,RHD,4,R06A-WA05A,Wagon,650cc,"152,000km",HYBRID(PETROL),3070,4347
MAZDA,CAROL 2018,Yokohama - Japan,DBA-HB36S,2018/2,AT,Silver,2WD,5,RHD,4,R06A,Hatchback,650cc,"92,000km",PETROL,3070,4244
MAZDA,CAROL 2018,Yokohama - Japan,DBA-HB36S,2018/2,AT,Silver,2WD,5,RHD,4,R06A,Hatchback,650cc,"76,000km",PETROL,3070,4244
TOYOTA,AQUA 2017,Yokohama - Japan,DBA-LA250A,2018/11,AT,Red,2WD,5,RHD,4,KF,Hatchback,650cc,"175,000km",PETROL,3070,4346
DAIHATSU,MIRA ES 2018,Yokohama - Japan,DBA-LA360S,2018/1,AT,Red,4WD,5,RHD,4,KF,Hatchback,650cc,"76,000km",PETROL,3060,4234
MAZDA,CAROL 2018,Osaka - Japan,DBA-HB36S,2018/1,AT,Brown,2WD,5,RHD,4,R06A,Hatchback,650cc,"67,000km",PETROL,2960,4133
DAIHATSU,MIRA ES 2018,Nagoya - Japan,DBA-LA350S,2018/3,AT,Brown,2WD,5,RHD,4,KF,Hatchback,650cc,"115,000km",PETROL,2960,4133
DAIHATSU,MIRA ES 2018,Yokohama - Japan,DBA-LA350S,2018/1,AT,Brown,2WD,5,RHD,4,KF,Hatchback,650cc,"149,000km",PETROL,2930,4103
NISSAN,DAYZ ROOX 2018,Nagoya - Japan,DBA-B21A,2018/4,AT,Red,2WD,5,RHD,4,3B20,Wagon,650cc,"128,000km",PETROL,2860,4137
DAIHATSU,THOR 2018,Nagoya - Japan,DBA-M900S,2018/4,AT,Blue(D),2WD,5,RHD,5,1KR,Mini Van,990cc,"189,000km",PETROL,2830,4312
SUZUKI,WAGON R 2018,Yokohama - Japan,DAA-MA36S,2018/2,AT,Silver,2WD,5,RHD,,,Wagon,"1,200cc","250,000km",HYBRID(PETROL),2790,4271
TOYOTA,AQUA 2017,Yokohama - Japan,DBA-LA260S,2018/3,AT,Black,4WD,5,RHD,4,KF,Hatchback,650cc,"145,000km",PETROL,2780,3953
MITSUBISHI,EK WAGON 2018,Yokohama - Japan,DBA-B11W,2018/2,AT,Black,2WD,5,RHD,4,3B20,Wagon,650cc,"49,000km",PETROL,2700,3873
TOYOTA,VELLFIRE 2018,Osaka - Japan,DBA-LA610F,2018/8,AT,Blue(L),4WD,5,RHD,4,KF,Mini Van,650cc,"104,000km",PETROL,2690,3965
DAIHATSU,THOR 2018,Yokohama - Japan,HBD-LA710V,2018/9,AT,White,4WD,5,RHD,2,KF,Mini Van,650cc,"141,000km",PETROL,2690,4066
